Date,Open,High,Low,Close,Adj Close,Volume,company
2021-01-04T00:00:00.000,222.52999877929688,223.0,214.8099975585937,217.69000244140625,211.22433471679688,37130100,MSFT
2021-01-05T00:00:00.000,217.259994506836,218.5200042724609,215.6999969482422,217.8999938964844,211.4280548095703,23823000,MSFT
2021-01-06T00:00:00.000,212.1699981689453,216.4900054931641,211.94000244140625,212.25,205.94590759277344,35930700,MSFT
2021-01-07T00:00:00.000,214.0399932861328,219.33999633789065,213.7100067138672,218.2899932861328,211.80650329589844,27694500,MSFT
2021-01-08T00:00:00.000,218.67999267578125,220.5800018310547,217.02999877929688,219.6199951171875,213.09698486328125,22956200,MSFT
2021-01-11T00:00:00.000,218.47000122070312,218.9100036621093,216.72999572753903,217.4900054931641,211.0302581787109,23031300,MSFT
2021-01-12T00:00:00.000,216.5,217.1000061035156,213.32000732421875,214.92999267578125,208.54624938964844,23249300,MSFT
2021-01-13T00:00:00.000,214.0200042724609,216.759994506836,213.92999267578125,216.33999633789065,209.91441345214844,20087100,MSFT
2021-01-14T00:00:00.000,215.9100036621093,217.4600067138672,212.7400054931641,213.0200042724609,206.69302368164065,29480800,MSFT
2021-01-15T00:00:00.000,213.5200042724609,214.509994506836,212.02999877929688,212.6499938964844,206.33399963378903,31746500,MSFT
2021-01-19T00:00:00.000,213.75,216.97999572753903,212.6300048828125,216.44000244140625,210.011459350586,30480900,MSFT
2021-01-20T00:00:00.000,217.6999969482422,225.7899932861328,217.2899932861328,224.33999633789065,217.67678833007807,37777300,MSFT
2021-01-21T00:00:00.000,224.6999969482422,226.3000030517578,222.4199981689453,224.97000122070312,218.28810119628903,30709400,MSFT
2021-01-22T00:00:00.000,227.0800018310547,230.07000732421875,225.8000030517578,225.9499969482422,219.23898315429688,30172700,MSFT
2021-01-25T00:00:00.000,229.1199951171875,229.77999877929688,224.22000122070312,229.52999877929688,222.7126617431641,33152100,MSFT
2021-01-26T00:00:00.000,231.8600006103516,234.17999267578125,230.0800018310547,232.3300018310547,225.4294891357422,49169600,MSFT
2021-01-27T00:00:00.000,238.0,240.44000244140625,230.13999938964844,232.8999938964844,225.9825897216797,69870600,MSFT
2021-01-28T00:00:00.000,235.6100006103516,242.63999938964844,235.08999633789065,238.92999267578125,231.8334350585937,49111200,MSFT
2021-01-29T00:00:00.000,235.9900054931641,238.0200042724609,231.3500061035156,231.9600067138672,225.0704803466797,42503100,MSFT
2021-02-01T00:00:00.000,235.0599975585937,242.5,232.42999267578125,239.6499938964844,232.5320587158203,33314200,MSFT
2021-02-02T00:00:00.000,241.3000030517578,242.3099975585937,238.69000244140625,239.509994506836,232.3962554931641,25916300,MSFT
2021-02-03T00:00:00.000,239.57000732421875,245.08999633789065,239.259994506836,243.0,235.78257751464844,27158100,MSFT
2021-02-04T00:00:00.000,242.6600036621093,243.2400054931641,240.3699951171875,242.009994506836,234.8219757080078,25296100,MSFT
2021-02-05T00:00:00.000,242.22999572753903,243.27999877929688,240.4199981689453,242.1999969482422,235.0063323974609,18054800,MSFT
2021-02-08T00:00:00.000,243.1499938964844,243.67999267578125,240.8099975585937,242.47000122070312,235.268310546875,22211900,MSFT
2021-02-09T00:00:00.000,241.8699951171875,244.759994506836,241.3800048828125,243.7700042724609,236.5297241210937,23565000,MSFT
2021-02-10T00:00:00.000,245.0,245.9199981689453,240.88999938964844,242.82000732421875,235.6079559326172,22186700,MSFT
2021-02-11T00:00:00.000,244.77999877929688,245.1499938964844,242.1499938964844,244.4900054931641,237.22833251953125,15751100,MSFT
2021-02-12T00:00:00.000,243.92999267578125,245.3000030517578,242.72999572753903,244.9900054931641,237.7134552001953,16561100,MSFT
2021-02-16T00:00:00.000,245.02999877929688,246.1300048828125,242.9199981689453,243.6999969482422,236.46177673339844,26728500,MSFT
2021-02-17T00:00:00.000,241.32000732421875,244.3099975585937,240.94000244140625,244.1999969482422,237.49264526367188,21653500,MSFT
2021-02-18T00:00:00.000,241.8000030517578,243.92999267578125,240.8600006103516,243.7899932861328,237.09390258789065,16925600,MSFT
2021-02-19T00:00:00.000,243.75,243.8600006103516,240.17999267578125,240.97000122070312,234.3513946533203,25262600,MSFT
2021-02-22T00:00:00.000,237.4199981689453,237.92999267578125,232.3999938964844,234.509994506836,228.06881713867188,36446900,MSFT
2021-02-23T00:00:00.000,230.3300018310547,234.8300018310547,228.72999572753903,233.2700042724609,226.8628692626953,30228700,MSFT
2021-02-24T00:00:00.000,230.009994506836,235.1999969482422,229.0,234.5500030517578,228.1077117919922,26339700,MSFT
2021-02-25T00:00:00.000,232.0800018310547,234.58999633789065,227.8800048828125,228.9900054931641,222.700439453125,39542200,MSFT
2021-02-26T00:00:00.000,231.52999877929688,235.3699951171875,229.5399932861328,232.3800048828125,225.997314453125,37819200,MSFT
2021-03-01T00:00:00.000,235.8999938964844,237.47000122070312,233.1499938964844,236.94000244140625,230.4320373535156,25324000,MSFT
2021-03-02T00:00:00.000,237.009994506836,237.3000030517578,233.4499969482422,233.8699951171875,227.4464111328125,22812500,MSFT
2021-03-03T00:00:00.000,232.1600036621093,233.5800018310547,227.259994506836,227.5599975585937,221.3097076416016,34029500,MSFT
2021-03-04T00:00:00.000,226.7400054931641,232.4900054931641,224.259994506836,226.72999572753903,220.5024871826172,44727800,MSFT
2021-03-05T00:00:00.000,229.5200042724609,233.2700042724609,226.4600067138672,231.6000061035156,225.23873901367188,41872800,MSFT
2021-03-08T00:00:00.000,231.3699951171875,233.3699951171875,227.1300048828125,227.38999938964844,221.1443786621093,35267400,MSFT
2021-03-09T00:00:00.000,232.8800048828125,235.3800048828125,231.6699981689453,233.77999877929688,227.3588409423828,33080500,MSFT
2021-03-10T00:00:00.000,237.0,237.0,232.0399932861328,232.4199981689453,226.03623962402344,29746800,MSFT
2021-03-11T00:00:00.000,234.9600067138672,239.1699981689453,234.3099975585937,237.1300048828125,230.61685180664065,29907600,MSFT
2021-03-12T00:00:00.000,234.009994506836,235.82000732421875,233.22999572753903,235.75,229.2747497558593,22653700,MSFT
2021-03-15T00:00:00.000,234.9600067138672,235.19000244140625,231.8099975585937,234.8099975585937,228.3605499267578,26034900,MSFT
2021-03-16T00:00:00.000,236.27999877929688,240.0599975585937,235.94000244140625,237.7100067138672,231.180908203125,28092200,MSFT
2021-03-17T00:00:00.000,236.1499938964844,238.5500030517578,233.22999572753903,237.0399932861328,230.529296875,29562100,MSFT
2021-03-18T00:00:00.000,232.5599975585937,234.19000244140625,230.3300018310547,230.72000122070312,224.38291931152344,34833000,MSFT
2021-03-19T00:00:00.000,231.0200042724609,232.47000122070312,229.3500061035156,230.3500061035156,224.0230407714844,46430700,MSFT
2021-03-22T00:00:00.000,230.2700042724609,236.8999938964844,230.13999938964844,235.9900054931641,229.50816345214844,30127000,MSFT
2021-03-23T00:00:00.000,237.4900054931641,241.0500030517578,237.07000732421875,237.5800018310547,231.05447387695312,31638400,MSFT
2021-03-24T00:00:00.000,237.8500061035156,238.0,235.32000732421875,235.4600067138672,228.99273681640625,25620100,MSFT
2021-03-25T00:00:00.000,235.3000030517578,236.94000244140625,231.57000732421875,232.33999633789065,225.9584045410156,34061900,MSFT
2021-03-26T00:00:00.000,231.5500030517578,236.7100067138672,231.5500030517578,236.47999572753903,229.9846954345703,25479900,MSFT
2021-03-29T00:00:00.000,236.58999633789065,236.8000030517578,231.8800048828125,235.2400054931641,228.7787933349609,25227500,MSFT
2021-03-30T00:00:00.000,233.52999877929688,233.8500061035156,231.1000061035156,231.8500061035156,225.4818420410156,24792000,MSFT
2021-03-31T00:00:00.000,232.9100036621093,239.1000061035156,232.38999938964844,235.7700042724609,229.29421997070312,43623500,MSFT
2021-04-01T00:00:00.000,238.47000122070312,242.83999633789065,238.0500030517578,242.3500061035156,235.6934814453125,30338000,MSFT
2021-04-05T00:00:00.000,242.759994506836,249.9600067138672,242.6999969482422,249.07000732421875,242.2288818359375,36910600,MSFT
2021-04-06T00:00:00.000,247.6100006103516,249.3999938964844,246.8800048828125,247.8600006103516,241.05213928222656,22931900,MSFT
2021-04-07T00:00:00.000,247.8099975585937,250.92999267578125,247.19000244140625,249.8999938964844,243.0360870361328,22719800,MSFT
2021-04-08T00:00:00.000,252.7700042724609,254.13999938964844,252.0,253.25,246.29409790039065,23625200,MSFT
2021-04-09T00:00:00.000,252.8699951171875,255.9900054931641,252.44000244140625,255.8500061035156,248.8226623535156,24326800,MSFT
2021-04-12T00:00:00.000,254.7100067138672,257.6700134277344,254.6199951171875,255.9100036621093,248.88104248046875,27148700,MSFT
2021-04-13T00:00:00.000,257.260009765625,259.19000244140625,256.8299865722656,258.489990234375,251.39016723632807,23837500,MSFT
2021-04-14T00:00:00.000,257.4800109863281,258.8299865722656,255.1600036621093,255.58999633789065,248.56979370117188,23070900,MSFT
2021-04-15T00:00:00.000,257.92999267578125,259.92999267578125,257.7300109863281,259.5,252.3724365234375,25627500,MSFT
2021-04-16T00:00:00.000,259.4700012207031,261.0,257.6000061035156,260.739990234375,253.57833862304688,24878600,MSFT
2021-04-19T00:00:00.000,260.19000244140625,261.4800109863281,257.82000732421875,258.739990234375,251.63327026367188,23209300,MSFT
2021-04-20T00:00:00.000,257.82000732421875,260.20001220703125,256.8399963378906,258.260009765625,251.1664886474609,19722900,MSFT
2021-04-21T00:00:00.000,258.94000244140625,260.67999267578125,257.25,260.5799865722656,253.4227752685547,24030400,MSFT
2021-04-22T00:00:00.000,260.2099914550781,261.7799987792969,255.63999938964844,257.1700134277344,250.1064300537109,25606200,MSFT
2021-04-23T00:00:00.000,257.8800048828125,261.510009765625,257.2699890136719,261.1499938964844,253.9771423339844,21462600,MSFT
2021-04-26T00:00:00.000,261.6600036621094,262.44000244140625,260.1700134277344,261.54998779296875,254.3661193847656,19763300,MSFT
2021-04-27T00:00:00.000,261.5799865722656,263.19000244140625,260.1199951171875,261.9700012207031,254.7745819091797,31014200,MSFT
2021-04-28T00:00:00.000,256.0799865722656,256.5400085449219,252.9499969482422,254.5599975585937,247.568099975586,46903100,MSFT
2021-04-29T00:00:00.000,255.4600067138672,256.1000061035156,249.0,252.509994506836,245.57443237304688,40589000,MSFT
2021-04-30T00:00:00.000,249.7400054931641,253.0800018310547,249.6000061035156,252.17999267578125,245.2534637451172,30945100,MSFT
2021-05-03T00:00:00.000,253.3999938964844,254.3500061035156,251.1199951171875,251.8600006103516,244.9422607421875,19626600,MSFT
2021-05-04T00:00:00.000,250.97000122070312,251.2100067138672,245.759994506836,247.7899932861328,240.98403930664065,32756100,MSFT
2021-05-05T00:00:00.000,249.0599975585937,249.5,245.82000732421875,246.47000122070312,239.7003173828125,21901300,MSFT
2021-05-06T00:00:00.000,246.4499969482422,249.8600006103516,244.69000244140625,249.72999572753903,242.8707275390625,26491100,MSFT
2021-05-07T00:00:00.000,252.1499938964844,254.3000030517578,251.1699981689453,252.4600067138672,245.5258026123047,27032900,MSFT
2021-05-10T00:00:00.000,250.8699951171875,251.72999572753903,247.1199951171875,247.17999267578125,240.3908233642578,29299900,MSFT
2021-05-11T00:00:00.000,244.5500030517578,246.6000061035156,242.57000732421875,246.22999572753903,239.4668884277344,33641600,MSFT
2021-05-12T00:00:00.000,242.1699981689453,244.3800048828125,238.07000732421875,239.0,232.4354858398437,36684400,MSFT
2021-05-13T00:00:00.000,241.8000030517578,245.6000061035156,241.4199981689453,243.02999877929688,236.3547821044922,29624300,MSFT
2021-05-14T00:00:00.000,245.5800018310547,249.17999267578125,245.4900054931641,248.1499938964844,241.3341522216797,23901100,MSFT
2021-05-17T00:00:00.000,246.5500030517578,246.58999633789065,243.5200042724609,245.17999267578125,238.4457550048828,24970200,MSFT
2021-05-18T00:00:00.000,246.2700042724609,246.4100036621093,242.8999938964844,243.0800018310547,236.40342712402344,20168000,MSFT
2021-05-19T00:00:00.000,239.3099975585937,243.22999572753903,238.6000061035156,243.1199951171875,236.98828125,25739800,MSFT
2021-05-20T00:00:00.000,243.9600067138672,247.9499969482422,243.8600006103516,246.47999572753903,240.26353454589844,21800700,MSFT
2021-05-21T00:00:00.000,247.57000732421875,248.3300018310547,244.7400054931641,245.1699981689453,238.9865875244141,21863100,MSFT
2021-05-24T00:00:00.000,247.7899932861328,251.1600036621093,247.509994506836,250.77999877929688,244.45510864257807,21411500,MSFT
2021-05-25T00:00:00.000,251.7700042724609,252.75,250.82000732421875,251.72000122070312,245.3713836669922,17704300,MSFT
2021-05-26T00:00:00.000,251.42999267578125,252.94000244140625,250.75,251.4900054931641,245.1471710205078,17771600,MSFT
2021-05-27T00:00:00.000,251.1699981689453,251.47999572753903,249.25,249.3099975585937,243.02218627929688,24426200,MSFT
2021-05-28T00:00:00.000,251.0,252.0800018310547,249.5599975585937,249.67999267578125,243.3828582763672,18270200,MSFT
2021-06-01T00:00:00.000,251.22999572753903,251.2899932861328,246.9600067138672,247.3999938964844,241.1603546142578,23213300,MSFT
2021-06-02T00:00:00.000,248.1300048828125,249.2700042724609,245.83999633789065,247.3000030517578,241.06288146972656,19406700,MSFT
2021-06-03T00:00:00.000,245.22000122070312,246.33999633789065,243.0,245.7100067138672,239.5129547119141,25307700,MSFT
2021-06-04T00:00:00.000,247.759994506836,251.6499938964844,247.509994506836,250.7899932861328,244.4648284912109,25281100,MSFT
2021-06-07T00:00:00.000,249.97999572753903,254.08999633789065,249.8099975585937,253.8099975585937,247.40869140625,23079200,MSFT
