Date,Open,High,Low,Close,Adj Close,Volume,company
2021-01-04T00:00:00.000,239.82000732421875,248.163330078125,239.06333923339844,243.2566680908203,243.2566680908203,145914600,TSLA
2021-01-05T00:00:00.000,241.22000122070312,246.94667053222656,239.7333374023437,245.0366668701172,245.0366668701172,96735600,TSLA
2021-01-06T00:00:00.000,252.8300018310547,258.0,249.6999969482422,251.9933319091797,251.9933319091797,134100000,TSLA
2021-01-07T00:00:00.000,259.2099914550781,272.3299865722656,258.3999938964844,272.0133361816406,272.0133361816406,154496700,TSLA
2021-01-08T00:00:00.000,285.3333435058594,294.8299865722656,279.4633178710937,293.3399963378906,293.3399963378906,225166500,TSLA
2021-01-11T00:00:00.000,283.1333312988281,284.8099975585937,267.8733215332031,270.39666748046875,270.39666748046875,177904800,TSLA
2021-01-12T00:00:00.000,277.0,289.3333435058594,275.7799987792969,283.14666748046875,283.14666748046875,138812100,TSLA
2021-01-13T00:00:00.000,284.2533264160156,286.8233337402344,277.3333435058594,284.8033447265625,284.8033447265625,99937500,TSLA
2021-01-14T00:00:00.000,281.1300048828125,287.6666564941406,279.5833435058594,281.6666564941406,281.6666564941406,93798900,TSLA
2021-01-15T00:00:00.000,284.0,286.6333312988281,273.0333251953125,275.3866577148437,275.3866577148437,116332800,TSLA
2021-01-19T00:00:00.000,279.26666259765625,283.3333435058594,277.6666564941406,281.51666259765625,281.51666259765625,76101000,TSLA
2021-01-20T00:00:00.000,286.2466735839844,286.5,279.09332275390625,283.4833374023437,283.4833374023437,76997700,TSLA
2021-01-21T00:00:00.000,285.0,285.239990234375,280.47332763671875,281.663330078125,281.663330078125,61563300,TSLA
2021-01-22T00:00:00.000,278.10333251953125,282.6666564941406,276.2066650390625,282.2133178710937,282.2133178710937,60199500,TSLA
2021-01-25T00:00:00.000,285.0,300.1333312988281,279.6066589355469,293.6000061035156,293.6000061035156,123520200,TSLA
