Unnamed: 0,Unnamed: 0.1,title,description,published date,url,publisher,company,Unnamed: 0.1.1
0,0,Apple (AAPL) Rises Higher Than Market: Key Facts - Yahoo Finance,Apple (AAPL) Rises Higher Than Market: Key Facts  Yahoo Finance,"Fri, 08 Dec 2023 08:00:00 GMT",https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9hcHBsZS1hYXBsLXJpc2VzLWhpZ2hlci1tYXJrZXQtMjI0NTEzNDUxLmh0bWzSAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}",AAPL,
1,1,Apple stock dips after weak outlook for December quarter revenue - CNBC,Apple stock dips after weak outlook for December quarter revenue  CNBC,"Thu, 02 Nov 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjMvMTEvMDIvYXBwbGUtYWFwbC1lYXJuaW5ncy1yZXBvcnQtcTQtMjAyMy5odG1s0gFLaHR0cHM6Ly93d3cuY25iYy5jb20vYW1wLzIwMjMvMTEvMDIvYXBwbGUtYWFwbC1lYXJuaW5ncy1yZXBvcnQtcTQtMjAyMy5odG1s?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.cnbc.com', 'title': 'CNBC'}",AAPL,
2,2,Why Did Apple (AAPL) Drop on an Earnings Beat? - Nasdaq,Why Did Apple (AAPL) Drop on an Earnings Beat?  Nasdaq,"Fri, 03 Nov 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvd2h5LWRpZC1hcHBsZS1hYXBsLWRyb3Atb24tYW4tZWFybmluZ3MtYmVhdNIBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.nasdaq.com', 'title': 'Nasdaq'}",AAPL,
3,3,2 Good Reasons to Avoid Apple Stock (AAPL) in the Short Term - TheStreet,2 Good Reasons to Avoid Apple Stock (AAPL) in the Short Term  TheStreet,"Thu, 21 Dec 2023 08:00:00 GMT",https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LnRoZXN0cmVldC5jb20vYXBwbGUvc3RvY2svMi1nb29kLXJlYXNvbnMtdG8tYXZvaWQtYXBwbGUtc3RvY2stYWFwbC1pbi10aGUtc2hvcnQtdGVybdIBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.thestreet.com', 'title': 'TheStreet'}",AAPL,
4,4,AAPL: Analyzing Apple (AAPL) Stock Before Earnings - StockNews.com,AAPL: Analyzing Apple (AAPL) Stock Before Earnings  StockNews.com,"Tue, 31 Oct 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vc3RvY2tuZXdzLmNvbS9uZXdzL2FhcGwtY2FqLXBjcmZ5LWRha3QtYW5hbHl6aW5nLWFwcGxlLWFhcGwtc3RvY2stYmVmb3JlLWVhcm5pbmdzL9IBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://stocknews.com', 'title': 'StockNews.com'}",AAPL,
5,5,AAPL Earnings Strategies - From Theory to Practice - tastylive,AAPL Earnings Strategies - From Theory to Practice  tastylive ,"Thu, 02 Nov 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3LnRhc3R5bGl2ZS5jb20vc2hvd3MvZnJvbS10aGVvcnktdG8tcHJhY3RpY2UvZXBpc29kZXMvYWFwbC1lYXJuaW5ncy1zdHJhdGVnaWVzLTExLTAyLTIwMjPSAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.tastylive.com', 'title': 'tastylive'}",AAPL,
6,6,Apple's Annual Buybacks Hit a 3-Year Low. Should Investors Be Concerned? - The Motley Fool,Apple's Annual Buybacks Hit a 3-Year Low. Should Investors Be Concerned?  The Motley Fool,"Wed, 08 Nov 2023 08:00:00 GMT",https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LmZvb2wuY29tL2ludmVzdGluZy8yMDIzLzExLzA4L2FwcGxlLXN0b2NrLWFubnVhbC1idXliYWNrcy0zLXllYXItbG93LWJ1eS1zZWxsL9IBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.fool.com', 'title': 'The Motley Fool'}",AAPL,
7,7,Why Is Apple (AAPL) Stock Down Today? - InvestorPlace,Why Is Apple (AAPL) Stock Down Today?  InvestorPlace,"Mon, 23 Oct 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vaW52ZXN0b3JwbGFjZS5jb20vMjAyMy8xMC93aHktaXMtYXBwbGUtYWFwbC1zdG9jay1kb3duLXRvZGF5LW9jdC0yM3JkL9IBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://investorplace.com', 'title': 'InvestorPlace'}",AAPL,
8,8,Apple’s stock splits: When will AAPL shares split again? - MacDailyNews,Apple’s stock splits: When will AAPL shares split again?  MacDailyNews,"Fri, 15 Dec 2023 08:00:00 GMT",https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vbWFjZGFpbHluZXdzLmNvbS8yMDIzLzEyLzE1L2FwcGxlcy1zdG9jay1zcGxpdHMtd2hlbi13aWxsLWFhcGwtc2hhcmVzLXNwbGl0LWFnYWluLTIv0gFgaHR0cHM6Ly9tYWNkYWlseW5ld3MuY29tLzIwMjMvMTIvMTUvYXBwbGVzLXN0b2NrLXNwbGl0cy13aGVuLXdpbGwtYWFwbC1zaGFyZXMtc3BsaXQtYWdhaW4tMi9hbXAv?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://macdailynews.com', 'title': 'MacDailyNews'}",AAPL,
9,9,Would You Dare to Invest in Apple (AAPL)? - Yahoo Finance,Would You Dare to Invest in Apple (AAPL)?  Yahoo Finance,"Fri, 08 Dec 2023 08:00:00 GMT",https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9kYXJlLWludmVzdC1hcHBsZS1hYXBsLTA2NDk0OTI1MS5odG1s0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}",AAPL,
