Unnamed: 0,Unnamed: 0.1,title,description,published date,url,publisher,company
0,0,Amazon's Toll Road - Institute for Local Self-Reliance,Amazon's Toll Road  Institute for Local Self-Reliance,"Wed, 01 Dec 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vaWxzci5vcmcvYXJ0aWNsZXMvYW1hem9ucy10b2xsLXJvYWQv0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://ilsr.org', 'title': 'Institute for Local Self-Reliance'}",AMZN
1,1,AMZN Premarket: Is The Sky Falling For Amazon Stock? - TheStreet,AMZN Premarket: Is The Sky Falling For Amazon Stock?  TheStreet,"Tue, 05 Oct 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vd3d3LnRoZXN0cmVldC5jb20vYW1hem9uL3N0b2NrL2Ftem4tcHJlbWFya2V0LWlzLXRoZS1za3ktZmFsbGluZy1mb3ItYW1hem9uLXN0b2Nr0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.thestreet.com', 'title': 'TheStreet'}",AMZN
2,2,Starbucks Pickup and Amazon Go Collaborate to Launch New Store Concept in New York City - Starbucks Stories,Starbucks Pickup and Amazon Go Collaborate to Launch New Store Concept in New York City  Starbucks Stories,"Thu, 18 Nov 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMigQFodHRwczovL3N0b3JpZXMuc3RhcmJ1Y2tzLmNvbS9wcmVzcy8yMDIxL3N0YXJidWNrcy1waWNrdXAtYW5kLWFtYXpvbi1nby1jb2xsYWJvcmF0ZS10by1sYXVuY2gtbmV3LXN0b3JlLWNvbmNlcHQtaW4tbmV3LXlvcmstY2l0eS_SAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://stories.starbucks.com', 'title': 'Starbucks Stories'}",AMZN
3,3,"Jeff Bezos Sells $2 Billion of Amazon Stock After Food, Nature Pledge - Bloomberg","Jeff Bezos Sells $2 Billion of Amazon Stock After Food, Nature Pledge  Bloomberg","Wed, 03 Nov 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIxLTExLTAzL2FtYXpvbi1jaGFpcm1hbi1iZXpvcy1zZWxscy00MTctMy1taWxsaW9uLW9mLXNoYXJlc9IBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}",AMZN
4,4,Amazon backs Amogy and Hippo Harvest's sustainability technologies - About Amazon,Amazon backs Amogy and Hippo Harvest's sustainability technologies  About Amazon,"Tue, 14 Dec 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LmFib3V0YW1hem9uLmNvbS9uZXdzL3N1c3RhaW5hYmlsaXR5L2FtYXpvbi1iYWNrcy1hbW9neS1hbmQtaGlwcG8taGFydmVzdHMtc3VzdGFpbmFiaWxpdHktdGVjaG5vbG9naWVz0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.aboutamazon.com', 'title': 'About Amazon'}",AMZN
5,5,How Do Wage Increases Affect Amazon (AMZN) Stock? - Investopedia,How Do Wage Increases Affect Amazon (AMZN) Stock?  Investopedia,"Mon, 01 Nov 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vd3d3LmludmVzdG9wZWRpYS5jb20vaG93LWRvLXdhZ2UtaW5jcmVhc2VzLWFmZmVjdC1hbWF6b24tYW16bi1zdG9jay01MjA4MTUy0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.investopedia.com', 'title': 'Investopedia'}",AMZN
6,6,Buying Call Options in Amazon (AMZN) - Cabot Wealth Network,Buying Call Options in Amazon (AMZN)  Cabot Wealth Network,"Fri, 03 Dec 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3d3LmNhYm90d2VhbHRoLmNvbS9kYWlseS9vcHRpb25zLXRyYWRpbmcvYnV5aW5nLWNhbGwtb3B0aW9ucy1pbi1hbWF6b27SAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.cabotwealth.com', 'title': 'Cabot Wealth Network'}",AMZN
7,7,PayPal and Amazon to Enable Customers to Pay with Venmo at Checkout - PayPal Newsroom,PayPal and Amazon to Enable Customers to Pay with Venmo at Checkout  PayPal Newsroom,"Mon, 08 Nov 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMib2h0dHBzOi8vbmV3c3Jvb20ucGF5cGFsLWNvcnAuY29tLzIwMjEtMTEtMDgtUGF5UGFsLWFuZC1BbWF6b24tdG8tRW5hYmxlLUN1c3RvbWVycy10by1QYXktd2l0aC1WZW5tby1hdC1DaGVja291dNIBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://newsroom.paypal-corp.com', 'title': 'PayPal Newsroom'}",AMZN
8,8,"Announcing Amazon SageMaker Canvas – a Visual, No Code Machine Learning Capability for Business Analysts ... - AWS Blog","Announcing Amazon SageMaker Canvas – a Visual, No Code Machine Learning Capability for Business Analysts ...  AWS Blog","Tue, 30 Nov 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMihwFodHRwczovL2F3cy5hbWF6b24uY29tL2Jsb2dzL2F3cy9hbm5vdW5jaW5nLWFtYXpvbi1zYWdlbWFrZXItY2FudmFzLWEtdmlzdWFsLW5vLWNvZGUtbWFjaGluZS1sZWFybmluZy1jYXBhYmlsaXR5LWZvci1idXNpbmVzcy1hbmFseXN0cy_SAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://aws.amazon.com', 'title': 'AWS Blog'}",AMZN
9,9,Introducing Amazon Brand Detector – The Markup - The Markup,Introducing Amazon Brand Detector – The Markup  The Markup,"Mon, 29 Nov 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vdGhlbWFya3VwLm9yZy9hbWF6b25zLWFkdmFudGFnZS8yMDIxLzExLzI5L2ludHJvZHVjaW5nLWFtYXpvbi1icmFuZC1kZXRlY3RvctIBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://themarkup.org', 'title': 'The Markup'}",AMZN
