Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,title,description,published date,url,publisher,company
0,0,0,TSLA stock surge: Tesla makes history over 12 days of trading - Fortune,TSLA stock surge: Tesla makes history over 12 days of trading  Fortune,"Wed, 03 Nov 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vZm9ydHVuZS5jb20vMjAyMS8xMS8wMy90c2xhLXRlc2xhLXN0b2NrLWJpZ2dlc3QtMTItZGF5LWdhaW4taGlzdG9yeS1vZi1jYXBpdGFsLW1hcmtldHMv0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://fortune.com', 'title': 'Fortune'}",TSLA
1,1,1,Why Tesla (TSLA) Skyrocketed During the Pandemic - Investopedia,Why Tesla (TSLA) Skyrocketed During the Pandemic  Investopedia,"Thu, 02 Dec 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3LmludmVzdG9wZWRpYS5jb20vd2h5LXRlc2xhLXNreXJvY2tldGVkLWR1cmluZy1wYW5kZW1pYy01MjExNTkw0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.investopedia.com', 'title': 'Investopedia'}",TSLA
2,2,2,Tesla posts record revenue and profits in third quarter - CNBC,Tesla posts record revenue and profits in third quarter  CNBC,"Wed, 20 Oct 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiQGh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjEvMTAvMjAvdGVzbGEtdHNsYS1lYXJuaW5ncy1xMy0yMDIxLmh0bWzSAURodHRwczovL3d3dy5jbmJjLmNvbS9hbXAvMjAyMS8xMC8yMC90ZXNsYS10c2xhLWVhcm5pbmdzLXEzLTIwMjEuaHRtbA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.cnbc.com', 'title': 'CNBC'}",TSLA
3,3,3,"Assistant State Archivist Wayne Moore to Present ""Historic Maps of Tennessee and Beyond: Digital Maps at the ... - Tennessee Secretary of State","Assistant State Archivist Wayne Moore to Present ""Historic Maps of Tennessee and Beyond: Digital Maps at the ...  Tennessee Secretary of State","Sun, 05 Dec 2021 09:38:07 GMT",https://news.google.com/rss/articles/CBMicmh0dHBzOi8vc29zLnRuLmdvdi9wcmVzcy1yZWxlYXNlcy9hc3Npc3RhbnQtc3RhdGUtYXJjaGl2aXN0LXdheW5lLW1vb3JlLXByZXNlbnQtaGlzdG9yaWMtbWFwcy10ZW5uZXNzZWUtYW5kLWJleW9uZNIBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://sos.tn.gov', 'title': 'Tennessee Secretary of State'}",TSLA
4,4,4,Tesla's (TSLA) Hidden Billionaire: How One Retail Investor Made $7 Billion - Bloomberg - Bloomberg,Tesla's (TSLA) Hidden Billionaire: How One Retail Investor Made $7 Billion - Bloomberg  Bloomberg,"Fri, 29 Oct 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIxLTEwLTI5L3Rlc2xhLXMtdHNsYS1oaWRkZW4tYmlsbGlvbmFpcmUtaG93LW9uZS1yZXRhaWwtaW52ZXN0b3ItbWFkZS03LWJpbGxpb27SAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}",TSLA
5,5,5,Tesla (TSLA) Q3 2021 Earnings Call Transcript - The Motley Fool,Tesla (TSLA) Q3 2021 Earnings Call Transcript  The Motley Fool,"Thu, 21 Oct 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vd3d3LmZvb2wuY29tL2Vhcm5pbmdzL2NhbGwtdHJhbnNjcmlwdHMvMjAyMS8xMC8yMS90ZXNsYS10c2xhLXEzLTIwMjEtZWFybmluZ3MtY2FsbC10cmFuc2NyaXB0L9IBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.fool.com', 'title': 'The Motley Fool'}",TSLA
6,6,6,Elon Musk has sold more Tesla shares than he needs to pay current tax bill - MarketWatch,Elon Musk has sold more Tesla shares than he needs to pay current tax bill  MarketWatch,"Wed, 17 Nov 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3Lm1hcmtldHdhdGNoLmNvbS9zdG9yeS9lbG9uLW11c2staGFzLXNvbGQtbW9yZS10ZXNsYS1zaGFyZXMtdGhhbi1oZS1uZWVkcy10by1wYXktY3VycmVudC10YXgtYmlsbC0wMTYzNzE5MDExN9IBfGh0dHBzOi8vd3d3Lm1hcmtldHdhdGNoLmNvbS9hbXAvc3RvcnkvZWxvbi1tdXNrLWhhcy1zb2xkLW1vcmUtdGVzbGEtc2hhcmVzLXRoYW4taGUtbmVlZHMtdG8tcGF5LWN1cnJlbnQtdGF4LWJpbGwtMDE2MzcxOTAxMTc?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.marketwatch.com', 'title': 'MarketWatch'}",TSLA
7,7,7,What's Going On With Tesla's Stock Today? - Yahoo Finance,What's Going On With Tesla's Stock Today?  Yahoo Finance,"Wed, 27 Oct 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy93aGF0cy1nb2luZy10ZXNsYXMtc3RvY2stdG9kYXktMTU0OTQxMzM2Lmh0bWzSAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}",TSLA
8,8,8,New State Library and Archives Building Needed To Preserve Our History - Tennessee Secretary of State,New State Library and Archives Building Needed To Preserve Our History  Tennessee Secretary of State,"Sun, 05 Dec 2021 10:18:15 GMT",https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vc29zLnRuLmdvdi9wcmVzcy1yZWxlYXNlcy9uZXctc3RhdGUtbGlicmFyeS1hbmQtYXJjaGl2ZXMtYnVpbGRpbmctbmVlZGVkLXByZXNlcnZlLW91ci1oaXN0b3J50gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://sos.tn.gov', 'title': 'Tennessee Secretary of State'}",TSLA
9,9,9,How a 2360% Jump in Call Options Fired Up Tesla's Share Surge - Bloomberg,How a 2360% Jump in Call Options Fired Up Tesla's Share Surge  Bloomberg,"Tue, 26 Oct 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIxLTEwLTI2L2hvdy1hLTItMzYwLWp1bXAtaW4tY2FsbC1vcHRpb25zLWZpcmVkLXVwLXRlc2xhLXMtc2hhcmUtc3VyZ2XSAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}",TSLA
10,10,10,Tesla shares close at all-time high - CNBC,Tesla shares close at all-time high  CNBC,"Fri, 22 Oct 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjEvMTAvMjIvdGVzbGEtdHNsYS1zaGFyZXMtaGl0LWFsbC10aW1lLWhpZ2guaHRtbNIBTGh0dHBzOi8vd3d3LmNuYmMuY29tL2FtcC8yMDIxLzEwLzIyL3Rlc2xhLXRzbGEtc2hhcmVzLWhpdC1hbGwtdGltZS1oaWdoLmh0bWw?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.cnbc.com', 'title': 'CNBC'}",TSLA
11,11,11,Tesla (TSLA) Moves Headquarters from California to Texas - Investopedia,Tesla (TSLA) Moves Headquarters from California to Texas  Investopedia,"Fri, 08 Oct 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3LmludmVzdG9wZWRpYS5jb20vdGVzbGEtdHNsYS1tb3Zlcy1oZWFkcXVhcnRlcnMtZnJvbS1jYWxpZm9ybmlhLXRvLXRleGFzLTUyMDUwNTjSAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.investopedia.com', 'title': 'Investopedia'}",TSLA
12,12,12,"As TSLA nears $800, the runup makes it nearly impossible to reward shareholders in the future - Fortune","As TSLA nears $800, the runup makes it nearly impossible to reward shareholders in the future  Fortune","Fri, 08 Oct 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vZm9ydHVuZS5jb20vMjAyMS8xMC8wOC90c2xhLXRlc2xhLXN0b2NrLTgwMC1zaGFyZWhvbGRlci1yZXdhcmRzLW91dGxvb2sv0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://fortune.com', 'title': 'Fortune'}",TSLA
13,13,13,"Tesla (TSLA) Shares Roaring Back, Set for 50% Gain From March Lows - Bloomberg","Tesla (TSLA) Shares Roaring Back, Set for 50% Gain From March Lows  Bloomberg","Mon, 18 Oct 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIxLTEwLTE4L3Rlc2xhLXNoYXJlcy1yb2FyaW5nLWJhY2stc2V0LWZvci01MC1nYWluLWZyb20tbWFyY2gtbG93c9IBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}",TSLA
