Unnamed: 0,Unnamed: 0.1,title,description,published date,url,publisher,company
0,0,Introducing Meta: A Social Technology Company - Meta,Introducing Meta: A Social Technology Company  Meta,"Thu, 28 Oct 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiP2h0dHBzOi8vYWJvdXQuZmIuY29tL25ld3MvMjAyMS8xMC9mYWNlYm9vay1jb21wYW55LWlzLW5vdy1tZXRhL9IBQ2h0dHBzOi8vYWJvdXQuZmIuY29tL25ld3MvMjAyMS8xMC9mYWNlYm9vay1jb21wYW55LWlzLW5vdy1tZXRhL2FtcC8?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://about.fb.com', 'title': 'Meta'}",META
1,1,Facebook Changes Corporate Name to Meta - The New York Times,Facebook Changes Corporate Name to Meta  The New York Times,"Wed, 10 Nov 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjEvMTAvMjgvdGVjaG5vbG9neS9mYWNlYm9vay1tZXRhLW5hbWUtY2hhbmdlLmh0bWzSAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.nytimes.com', 'title': 'The New York Times'}",META
2,2,Mark Zuckerberg on why Facebook is rebranding to Meta - The Verge,Mark Zuckerberg on why Facebook is rebranding to Meta  The Verge,"Thu, 28 Oct 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMjc0OTkxOS9tYXJrLXp1Y2tlcmJlcmctZmFjZWJvb2stbWV0YS1jb21wYW55LXJlYnJhbmTSAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.theverge.com', 'title': 'The Verge'}",META
3,3,Facebook changes its company name to Meta - CNN,Facebook changes its company name to Meta  CNN,"Thu, 28 Oct 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LmNubi5jb20vMjAyMS8xMC8yOC90ZWNoL2ZhY2Vib29rLW1hcmstenVja2VyYmVyZy1rZXlub3RlLWFubm91bmNlbWVudHMvaW5kZXguaHRtbNIBVmh0dHBzOi8vYW1wLmNubi5jb20vY25uLzIwMjEvMTAvMjgvdGVjaC9mYWNlYm9vay1tYXJrLXp1Y2tlcmJlcmcta2V5bm90ZS1hbm5vdW5jZW1lbnRz?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.cnn.com', 'title': 'CNN'}",META
4,4,"In the middle of a crisis, Facebook Inc. renames itself Meta - The Associated Press","In the middle of a crisis, Facebook Inc. renames itself Meta  The Associated Press","Thu, 28 Oct 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMibWh0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL2ZhY2Vib29rLW1ldGEtbWFyay16dWNrZXJiZXJnLXRlY2hub2xvZ3ktYnVzaW5lc3MtNWFkNTQzYWI3NzgwY2FhZTQzNTkzNWYwYWNhOWZhYzbSAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://apnews.com', 'title': 'The Associated Press'}",META
5,5,Facebook changes company name to Meta - CNBC,Facebook changes company name to Meta  CNBC,"Thu, 28 Oct 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjEvMTAvMjgvZmFjZWJvb2stY2hhbmdlcy1jb21wYW55LW5hbWUtdG8tbWV0YS5odG1s0gFOaHR0cHM6Ly93d3cuY25iYy5jb20vYW1wLzIwMjEvMTAvMjgvZmFjZWJvb2stY2hhbmdlcy1jb21wYW55LW5hbWUtdG8tbWV0YS5odG1s?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.cnbc.com', 'title': 'CNBC'}",META
6,6,Facebook Changing Its Name to Meta Is a Brilliant Business Move. But It's Also Bad News for the Future - Inc.,Facebook Changing Its Name to Meta Is a Brilliant Business Move. But It's Also Bad News for the Future  Inc.,"Mon, 29 Nov 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3LmluYy5jb20vanVzdGluLWJhcmlzby9mYWNlYm9vay1tZXRhLW1hcmstenVja2VyYmVyZy1pbm5vdmF0b3JzLWRpbGVtbWEtd2h5LWRpZC1mYWNlYm9vay1jaGFuZ2UtaXRzLW5hbWUuaHRtbNIBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.inc.com', 'title': 'Inc.'}",META
7,7,Why has Facebook changed its name to Meta and what is the metaverse? - New Scientist,Why has Facebook changed its name to Meta and what is the metaverse?  New Scientist,"Fri, 29 Oct 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3Lm5ld3NjaWVudGlzdC5jb20vYXJ0aWNsZS8yMjk1NDM4LXdoeS1oYXMtZmFjZWJvb2stY2hhbmdlZC1pdHMtbmFtZS10by1tZXRhLWFuZC13aGF0LWlzLXRoZS1tZXRhdmVyc2Uv0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.newscientist.com', 'title': 'New Scientist'}",META
8,8,Facebook’s Name Change Goes Meta - WIRED,Facebook’s Name Change Goes Meta  WIRED,"Thu, 28 Oct 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiNmh0dHBzOi8vd3d3LndpcmVkLmNvbS9zdG9yeS9mYWNlYm9vay1uYW1lLWNoYW5nZS1tZXRhL9IBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.wired.com', 'title': 'WIRED'}",META
9,9,Facebook announces name change to Meta in rebranding effort - The Guardian,Facebook announces name change to Meta in rebranding effort  The Guardian,"Thu, 28 Oct 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS90ZWNobm9sb2d5LzIwMjEvb2N0LzI4L2ZhY2Vib29rLW5hbWUtY2hhbmdlLXJlYnJhbmQtbWV0YdIBVGh0dHBzOi8vYW1wLnRoZWd1YXJkaWFuLmNvbS90ZWNobm9sb2d5LzIwMjEvb2N0LzI4L2ZhY2Vib29rLW5hbWUtY2hhbmdlLXJlYnJhbmQtbWV0YQ?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.theguardian.com', 'title': 'The Guardian'}",META
10,10,Facebook changes its name to Meta in major rebrand - BBC.com,Facebook changes its name to Meta in major rebrand  BBC.com,"Thu, 28 Oct 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy90ZWNobm9sb2d5LTU5MDgzNjAx0gEwaHR0cHM6Ly93d3cuYmJjLmNvbS9uZXdzL3RlY2hub2xvZ3ktNTkwODM2MDEuYW1w?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.bbc.com', 'title': 'BBC.com'}",META
11,11,Taking Action Against the Surveillance-For-Hire Industry - Meta,Taking Action Against the Surveillance-For-Hire Industry  Meta,"Thu, 16 Dec 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vYWJvdXQuZmIuY29tL25ld3MvMjAyMS8xMi90YWtpbmctYWN0aW9uLWFnYWluc3Qtc3VydmVpbGxhbmNlLWZvci1oaXJlL9IBUmh0dHBzOi8vYWJvdXQuZmIuY29tL25ld3MvMjAyMS8xMi90YWtpbmctYWN0aW9uLWFnYWluc3Qtc3VydmVpbGxhbmNlLWZvci1oaXJlL2FtcC8?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://about.fb.com', 'title': 'Meta'}",META
12,12,Why Did Facebook Become Meta? - The New York Times,Why Did Facebook Become Meta?  The New York Times,"Wed, 10 Nov 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjEvMTAvMjkvdGVjaG5vbG9neS9tZXRhLWZhY2Vib29rLXp1Y2tlcmJlcmcuaHRtbNIBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.nytimes.com', 'title': 'The New York Times'}",META
13,13,An Update On Our Use of Face Recognition - Meta,An Update On Our Use of Face Recognition  Meta,"Tue, 02 Nov 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vYWJvdXQuZmIuY29tL25ld3MvMjAyMS8xMS91cGRhdGUtb24tdXNlLW9mLWZhY2UtcmVjb2duaXRpb24v0gFIaHR0cHM6Ly9hYm91dC5mYi5jb20vbmV3cy8yMDIxLzExL3VwZGF0ZS1vbi11c2Utb2YtZmFjZS1yZWNvZ25pdGlvbi9hbXAv?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://about.fb.com', 'title': 'Meta'}",META
