,title,description,published date,url,publisher
35,Amazon Stock: AMZN Is Still The Favorite For Gen Z Shoppers As Temu Challenges - Investor's Business Daily,Amazon Stock: AMZN Is Still The Favorite For Gen Z Shoppers As Temu Challenges  Investor's Business Daily,"Wed, 11 Oct 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LmludmVzdG9ycy5jb20vbmV3cy90ZWNobm9sb2d5L2FtYXpvbi1zdG9jay1hbXpuLXN0aWxsLXRoZS1mYXZvcml0ZS1mb3ItZ2VuLXotc2hvcHBlcnMtYXMtdGVtdS1jaGFsbGVuZ2VzL9IBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.investors.com', 'title': ""Investor's Business Daily""}"
36,Amazon's general counsel responds to FTC's antitrust lawsuit - About Amazon,Amazon's general counsel responds to FTC's antitrust lawsuit  About Amazon,"Tue, 26 Sep 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3LmFib3V0YW1hem9uLmNvbS9uZXdzL2NvbXBhbnktbmV3cy9hbWF6b24tcmVzcG9uc2UtdG8tZnRjLWFudGl0cnVzdC1sYXdzdWl00gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.aboutamazon.com', 'title': 'About Amazon'}"
37,Amazon’s stock cheered as 2024 top pick — even after a 75% jump this year - MarketWatch,Amazon’s stock cheered as 2024 top pick — even after a 75% jump this year  MarketWatch,"Thu, 07 Dec 2023 08:00:00 GMT",https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3Lm1hcmtldHdhdGNoLmNvbS9zdG9yeS9hbWF6b25zLXN0b2NrLWNoZWVyZWQtYXMtMjAyNC10b3AtcGljay1ldmVuLWFmdGVyLWEtNzUtanVtcC10aGlzLXllYXItMTg1NTQ1MDnSAXRodHRwczovL3d3dy5tYXJrZXR3YXRjaC5jb20vYW1wL3N0b3J5L2FtYXpvbnMtc3RvY2stY2hlZXJlZC1hcy0yMDI0LXRvcC1waWNrLWV2ZW4tYWZ0ZXItYS03NS1qdW1wLXRoaXMteWVhci0xODU1NDUwOQ?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.marketwatch.com', 'title': 'MarketWatch'}"
38,Amazon (AMZN) Stock Drops Despite Market Gains: Important Facts to Note - Yahoo Finance,Amazon (AMZN) Stock Drops Despite Market Gains: Important Facts to Note  Yahoo Finance,"Wed, 27 Dec 2023 08:00:00 GMT",https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9hbWF6b24tYW16bi1zdG9jay1kcm9wcy1kZXNwaXRlLTIyNDUyMjY0Ny5odG1s0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}"
39,Why Amazon (AMZN) Might be Well Poised for a Surge - Yahoo Finance,Why Amazon (AMZN) Might be Well Poised for a Surge  Yahoo Finance,"Wed, 01 Nov 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy93aHktYW1hem9uLWFtem4tbWlnaHQtd2VsbC0xNjIwMDYzOTMuaHRtbNIBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}"
40,Amazon's sales surge 44% as it smashes earnings expectations - CNBC,Amazon's sales surge 44% as it smashes earnings expectations  CNBC,"Thu, 29 Apr 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjEvMDQvMjkvYW1hem9uLWFtem4tZWFybmluZ3MtcTEtMjAyMS5odG1s0gFFaHR0cHM6Ly93d3cuY25iYy5jb20vYW1wLzIwMjEvMDQvMjkvYW1hem9uLWFtem4tZWFybmluZ3MtcTEtMjAyMS5odG1s?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.cnbc.com', 'title': 'CNBC'}"
41,"In a Stinging Rebuke, Amazon Shareholders Vote 27% of Outside Shares Against Key Board Director - New York City Comptroller","In a Stinging Rebuke, Amazon Shareholders Vote 27% of Outside Shares Against Key Board Director  New York City Comptroller","Fri, 27 May 2022 07:00:00 GMT",https://news.google.com/rss/articles/CBMigwFodHRwczovL2NvbXB0cm9sbGVyLm55Yy5nb3YvbmV3c3Jvb20vaW4tYS1zdGluZ2luZy1yZWJ1a2UtYW1hem9uLXNoYXJlaG9sZGVycy12b3RlLTI3LW9mLW91dHNpZGUtc2hhcmVzLWFnYWluc3Qta2V5LWJvYXJkLWRpcmVjdG9yL9IBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://comptroller.nyc.gov', 'title': 'New York City Comptroller'}"
42,Amazon expands satellite manufacturing at newly acquired Project Kuiper facility - About Amazon,Amazon expands satellite manufacturing at newly acquired Project Kuiper facility  About Amazon,"Thu, 27 Oct 2022 07:00:00 GMT",https://news.google.com/rss/articles/CBMihgFodHRwczovL3d3dy5hYm91dGFtYXpvbi5jb20vbmV3cy9pbm5vdmF0aW9uLWF0LWFtYXpvbi9hbWF6b24tZXhwYW5kcy1zYXRlbGxpdGUtbWFudWZhY3R1cmluZy1hdC1uZXdseS1hY3F1aXJlZC1wcm9qZWN0LWt1aXBlci1mYWNpbGl0edIBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.aboutamazon.com', 'title': 'About Amazon'}"
43,"Amazon forecasts bright third quarter on resilient cloud sales, shopping trends - Reuters","Amazon forecasts bright third quarter on resilient cloud sales, shopping trends  Reuters","Fri, 04 Aug 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL3JldGFpbC1jb25zdW1lci9hbWF6b24tZm9yZWNhc3RzLXRoaXJkLXF1YXJ0ZXItcmV2ZW51ZS1hYm92ZS1lc3RpbWF0ZXMtMjAyMy0wOC0wMy_SAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.reuters.com', 'title': 'Reuters'}"
44,"New Amazon AI initiative includes scholarships, free AI courses - About Amazon","New Amazon AI initiative includes scholarships, free AI courses  About Amazon","Mon, 20 Nov 2023 08:00:00 GMT",https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vd3d3LmFib3V0YW1hem9uLmNvbS9uZXdzL2F3cy9hd3MtZnJlZS1haS1za2lsbHMtdHJhaW5pbmctY291cnNlc9IBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.aboutamazon.com', 'title': 'About Amazon'}"
