Unnamed: 0,Unnamed: 0.1,title,description,published date,url,publisher,company
0,0,Microsoft accelerates industry cloud strategy for healthcare with the acquisition of Nuance - PR Newswire,Microsoft accelerates industry cloud strategy for healthcare with the acquisition of Nuance  PR Newswire,"Mon, 12 Apr 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMikwFodHRwczovL3d3dy5wcm5ld3N3aXJlLmNvbS9uZXdzLXJlbGVhc2VzL21pY3Jvc29mdC1hY2NlbGVyYXRlcy1pbmR1c3RyeS1jbG91ZC1zdHJhdGVneS1mb3ItaGVhbHRoY2FyZS13aXRoLXRoZS1hY3F1aXNpdGlvbi1vZi1udWFuY2UtMzAxMjY2Njg0Lmh0bWzSAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.prnewswire.com', 'title': 'PR Newswire'}",MSFT
1,1,Microsoft's (NASDAQ:MSFT) Growth In New And Existing Frontiers May Not Be Fully Appreciated - Yahoo Finance,Microsoft's (NASDAQ:MSFT) Growth In New And Existing Frontiers May Not Be Fully Appreciated  Yahoo Finance,"Thu, 03 Jun 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9taWNyb3NvZnRzLW5hc2RhcS1tc2Z0LWdyb3d0aC1leGlzdGluZy0yMDA5MTA1MDMuaHRtbNIBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}",MSFT
2,2,Microsoft books biggest revenue growth since 2018 - CNBC,Microsoft books biggest revenue growth since 2018  CNBC,"Tue, 27 Apr 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjEvMDQvMjcvbWljcm9zb2Z0LW1zZnQtZWFybmluZ3MtcTMtMjAyMS5odG1s0gFIaHR0cHM6Ly93d3cuY25iYy5jb20vYW1wLzIwMjEvMDQvMjcvbWljcm9zb2Z0LW1zZnQtZWFybmluZ3MtcTMtMjAyMS5odG1s?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.cnbc.com', 'title': 'CNBC'}",MSFT
3,3,MSFT Stock: 7 Things About the Xbox Game Pass News That Microsoft Investors Should Know - Markets Insider,MSFT Stock: 7 Things About the Xbox Game Pass News That Microsoft Investors Should Know  Markets Insider,"Thu, 10 Jun 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMikQFodHRwczovL21hcmtldHMuYnVzaW5lc3NpbnNpZGVyLmNvbS9uZXdzL3N0b2Nrcy9tc2Z0LXN0b2NrLTctdGhpbmdzLWFib3V0LXRoZS14Ym94LWdhbWUtcGFzcy1uZXdzLXRoYXQtbWljcm9zb2Z0LWludmVzdG9ycy1zaG91bGQta25vdy0xMDMwNTEzMjYz0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://markets.businessinsider.com', 'title': 'Markets Insider'}",MSFT
4,4,Microsoft (MSFT) Buys Nuance (NUAN) For $19.7 Billion in Bet on Health Care - Bloomberg,Microsoft (MSFT) Buys Nuance (NUAN) For $19.7 Billion in Bet on Health Care  Bloomberg,"Mon, 12 Apr 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIxLTA0LTEyL21pY3Jvc29mdC1idXlzLW51YW5jZS1mb3ItMTktNy1iaWxsaW9uLWluLWJldC1vbi1oZWFsdGgtY2FyZdIBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}",MSFT
5,5,Microsoft’s cloud business grows 23% in Q3: Infographic - AlphaStreet,Microsoft’s cloud business grows 23% in Q3: Infographic  AlphaStreet,"Tue, 27 Apr 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vbmV3cy5hbHBoYXN0cmVldC5jb20vbWljcm9zb2Z0LWJlYXRzLW9uLXJldmVudWUtYW5kLWVwcy1pbi1xMy_SAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://news.alphastreet.com', 'title': 'AlphaStreet'}",MSFT
6,6,"Binance to List New Stock Tokens: MSTR, AAPL, and MSFT - Coinspeaker","Binance to List New Stock Tokens: MSTR, AAPL, and MSFT  Coinspeaker","Mon, 26 Apr 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiQGh0dHBzOi8vd3d3LmNvaW5zcGVha2VyLmNvbS9iaW5hbmNlLXN0b2NrLXRva2Vucy1tc3RyLWFhcGwtbXNmdC_SAURodHRwczovL3d3dy5jb2luc3BlYWtlci5jb20vYmluYW5jZS1zdG9jay10b2tlbnMtbXN0ci1hYXBsLW1zZnQvYW1wLw?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.coinspeaker.com', 'title': 'Coinspeaker'}",MSFT
7,7,Microsoft opens new data center hub based in West Valley - Phoenix Business Journal - The Business Journals,Microsoft opens new data center hub based in West Valley - Phoenix Business Journal  The Business Journals,"Tue, 15 Jun 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3LmJpempvdXJuYWxzLmNvbS9waG9lbml4L25ld3MvMjAyMS8wNi8xNS9taWNyb3NvZnQtb3BlbnMtbmV3LWRhdGEtY2VudGVyLXJlZ2lvbi5odG1s0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.bizjournals.com', 'title': 'The Business Journals'}",MSFT
8,8,What Microsoft's New $22 Billion Government Contract Means for Its Stock - The Motley Fool,What Microsoft's New $22 Billion Government Contract Means for Its Stock  The Motley Fool,"Thu, 08 Apr 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3LmZvb2wuY29tL2ludmVzdGluZy8yMDIxLzA0LzA4L3doYXQtbmV3LTIyLWJpbGxpb24tY29udHJhY3QtbWVhbnMtZm9yLW1pY3Jvc29mdC_SAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.fool.com', 'title': 'The Motley Fool'}",MSFT
9,9,Microsoft (MSFT) Set to Acquire Nuance Communications for $19.7B - Yahoo Finance,Microsoft (MSFT) Set to Acquire Nuance Communications for $19.7B  Yahoo Finance,"Tue, 13 Apr 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9taWNyb3NvZnQtbXNmdC1zZXQtYWNxdWlyZS1udWFuY2UtMTU0NTAzMTQzLmh0bWzSAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}",MSFT
